policy_id,horizon_ms,minimum_dxy_move_bps,minimum_xag_move_bps,maximum_initial_xau_move_bps,breakout_move_bps,eligible_full_weekdays,candidates,candidates_per_full_weekday,active_days,active_day_share,long_candidates,short_candidates,minority_direction_share,selection_eligible
H10000__DX030__AG300__XI100__BO300,10000,0.3,3.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H10000__DX030__AG500__XI010__BO200,10000,0.3,5.0,0.1,2.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H10000__DX030__AG500__XI010__BO300,10000,0.3,5.0,0.1,3.0,22,4,0.18181818181818182,4,0.18181818181818182,1,3,0.25,False
H10000__DX030__AG500__XI025__BO200,10000,0.3,5.0,0.25,2.0,22,7,0.3181818181818182,7,0.3181818181818182,4,3,0.42857142857142855,False
H10000__DX030__AG500__XI025__BO300,10000,0.3,5.0,0.25,3.0,22,6,0.2727272727272727,6,0.2727272727272727,2,4,0.3333333333333333,False
H10000__DX030__AG500__XI050__BO200,10000,0.3,5.0,0.5,2.0,22,12,0.5454545454545454,12,0.5454545454545454,8,4,0.3333333333333333,False
H10000__DX030__AG500__XI050__BO300,10000,0.3,5.0,0.5,3.0,22,8,0.36363636363636365,8,0.36363636363636365,5,3,0.375,False
H10000__DX030__AG500__XI075__BO200,10000,0.3,5.0,0.75,2.0,22,14,0.6363636363636364,14,0.6363636363636364,9,5,0.35714285714285715,False
H10000__DX030__AG500__XI075__BO300,10000,0.3,5.0,0.75,3.0,22,13,0.5909090909090909,13,0.5909090909090909,8,5,0.38461538461538464,False
H10000__DX030__AG500__XI100__BO200,10000,0.3,5.0,1.0,2.0,22,16,0.7272727272727273,16,0.7272727272727273,11,5,0.3125,True
H10000__DX030__AG500__XI100__BO300,10000,0.3,5.0,1.0,3.0,22,15,0.6818181818181818,15,0.6818181818181818,9,6,0.4,True
H10000__DX030__AG750__XI010__BO200,10000,0.3,7.5,0.1,2.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H10000__DX030__AG750__XI010__BO300,10000,0.3,7.5,0.1,3.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H10000__DX030__AG750__XI025__BO200,10000,0.3,7.5,0.25,2.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX030__AG750__XI025__BO300,10000,0.3,7.5,0.25,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX030__AG750__XI050__BO200,10000,0.3,7.5,0.5,2.0,22,3,0.13636363636363635,3,0.13636363636363635,2,1,0.3333333333333333,False
H10000__DX030__AG750__XI050__BO300,10000,0.3,7.5,0.5,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX030__AG750__XI075__BO200,10000,0.3,7.5,0.75,2.0,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H10000__DX030__AG750__XI075__BO300,10000,0.3,7.5,0.75,3.0,22,3,0.13636363636363635,3,0.13636363636363635,1,2,0.3333333333333333,False
H10000__DX030__AG750__XI100__BO200,10000,0.3,7.5,1.0,2.0,22,5,0.22727272727272727,5,0.22727272727272727,4,1,0.2,False
H10000__DX030__AG750__XI100__BO300,10000,0.3,7.5,1.0,3.0,22,4,0.18181818181818182,4,0.18181818181818182,1,3,0.25,False
H10000__DX050__AG100__XI010__BO200,10000,0.5,1.0,0.1,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H10000__DX050__AG100__XI010__BO300,10000,0.5,1.0,0.1,3.0,22,20,0.9090909090909091,20,0.9090909090909091,11,9,0.45,True
H10000__DX050__AG100__XI025__BO200,10000,0.5,1.0,0.25,2.0,22,22,1.0,22,1.0,7,15,0.3181818181818182,True
H10000__DX050__AG100__XI025__BO300,10000,0.5,1.0,0.25,3.0,22,22,1.0,22,1.0,11,11,0.5,True
H10000__DX050__AG100__XI050__BO200,10000,0.5,1.0,0.5,2.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H10000__DX050__AG100__XI050__BO300,10000,0.5,1.0,0.5,3.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H10000__DX050__AG100__XI075__BO200,10000,0.5,1.0,0.75,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H10000__DX050__AG100__XI075__BO300,10000,0.5,1.0,0.75,3.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H10000__DX050__AG100__XI100__BO200,10000,0.5,1.0,1.0,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H10000__DX050__AG100__XI100__BO300,10000,0.5,1.0,1.0,3.0,22,22,1.0,22,1.0,9,13,0.4090909090909091,True
H10000__DX050__AG200__XI010__BO200,10000,0.5,2.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H10000__DX050__AG200__XI010__BO300,10000,0.5,2.0,0.1,3.0,22,18,0.8181818181818182,18,0.8181818181818182,9,9,0.5,True
H10000__DX050__AG200__XI025__BO200,10000,0.5,2.0,0.25,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H10000__DX050__AG200__XI025__BO300,10000,0.5,2.0,0.25,3.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H10000__DX050__AG200__XI050__BO200,10000,0.5,2.0,0.5,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H10000__DX050__AG200__XI050__BO300,10000,0.5,2.0,0.5,3.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H10000__DX050__AG200__XI075__BO200,10000,0.5,2.0,0.75,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H10000__DX050__AG200__XI075__BO300,10000,0.5,2.0,0.75,3.0,22,22,1.0,22,1.0,11,11,0.5,True
H10000__DX050__AG200__XI100__BO200,10000,0.5,2.0,1.0,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H10000__DX050__AG200__XI100__BO300,10000,0.5,2.0,1.0,3.0,22,22,1.0,22,1.0,11,11,0.5,True
H10000__DX050__AG300__XI010__BO200,10000,0.5,3.0,0.1,2.0,22,13,0.5909090909090909,13,0.5909090909090909,6,7,0.46153846153846156,False
H10000__DX050__AG300__XI010__BO300,10000,0.5,3.0,0.1,3.0,22,12,0.5454545454545454,12,0.5454545454545454,7,5,0.4166666666666667,False
H10000__DX050__AG300__XI025__BO200,10000,0.5,3.0,0.25,2.0,22,18,0.8181818181818182,18,0.8181818181818182,8,10,0.4444444444444444,True
H10000__DX050__AG300__XI025__BO300,10000,0.5,3.0,0.25,3.0,22,16,0.7272727272727273,16,0.7272727272727273,8,8,0.5,True
H10000__DX050__AG300__XI050__BO200,10000,0.5,3.0,0.5,2.0,22,20,0.9090909090909091,20,0.9090909090909091,10,10,0.5,True
H10000__DX050__AG300__XI050__BO300,10000,0.5,3.0,0.5,3.0,22,19,0.8636363636363636,19,0.8636363636363636,11,8,0.42105263157894735,True
H10000__DX050__AG300__XI075__BO200,10000,0.5,3.0,0.75,2.0,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H10000__DX050__AG300__XI075__BO300,10000,0.5,3.0,0.75,3.0,22,19,0.8636363636363636,19,0.8636363636363636,10,9,0.47368421052631576,True
H10000__DX050__AG300__XI100__BO200,10000,0.5,3.0,1.0,2.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H10000__DX050__AG300__XI100__BO300,10000,0.5,3.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H10000__DX050__AG500__XI010__BO200,10000,0.5,5.0,0.1,2.0,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H10000__DX050__AG500__XI010__BO300,10000,0.5,5.0,0.1,3.0,22,4,0.18181818181818182,4,0.18181818181818182,1,3,0.25,False
H10000__DX050__AG500__XI025__BO200,10000,0.5,5.0,0.25,2.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H10000__DX050__AG500__XI025__BO300,10000,0.5,5.0,0.25,3.0,22,5,0.22727272727272727,5,0.22727272727272727,2,3,0.4,False
H10000__DX050__AG500__XI050__BO200,10000,0.5,5.0,0.5,2.0,22,10,0.45454545454545453,10,0.45454545454545453,7,3,0.3,False
H10000__DX050__AG500__XI050__BO300,10000,0.5,5.0,0.5,3.0,22,8,0.36363636363636365,8,0.36363636363636365,5,3,0.375,False
H10000__DX050__AG500__XI075__BO200,10000,0.5,5.0,0.75,2.0,22,14,0.6363636363636364,14,0.6363636363636364,9,5,0.35714285714285715,False
H10000__DX050__AG500__XI075__BO300,10000,0.5,5.0,0.75,3.0,22,13,0.5909090909090909,13,0.5909090909090909,8,5,0.38461538461538464,False
H10000__DX050__AG500__XI100__BO200,10000,0.5,5.0,1.0,2.0,22,16,0.7272727272727273,16,0.7272727272727273,11,5,0.3125,True
H10000__DX050__AG500__XI100__BO300,10000,0.5,5.0,1.0,3.0,22,15,0.6818181818181818,15,0.6818181818181818,10,5,0.3333333333333333,True
H10000__DX050__AG750__XI010__BO200,10000,0.5,7.5,0.1,2.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H10000__DX050__AG750__XI010__BO300,10000,0.5,7.5,0.1,3.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H10000__DX050__AG750__XI025__BO200,10000,0.5,7.5,0.25,2.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX050__AG750__XI025__BO300,10000,0.5,7.5,0.25,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX050__AG750__XI050__BO200,10000,0.5,7.5,0.5,2.0,22,3,0.13636363636363635,3,0.13636363636363635,2,1,0.3333333333333333,False
H10000__DX050__AG750__XI050__BO300,10000,0.5,7.5,0.5,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX050__AG750__XI075__BO200,10000,0.5,7.5,0.75,2.0,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H10000__DX050__AG750__XI075__BO300,10000,0.5,7.5,0.75,3.0,22,3,0.13636363636363635,3,0.13636363636363635,1,2,0.3333333333333333,False
H10000__DX050__AG750__XI100__BO200,10000,0.5,7.5,1.0,2.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H10000__DX050__AG750__XI100__BO300,10000,0.5,7.5,1.0,3.0,22,4,0.18181818181818182,4,0.18181818181818182,1,3,0.25,False
H10000__DX075__AG100__XI010__BO200,10000,0.75,1.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,16,5,0.23809523809523808,True
H10000__DX075__AG100__XI010__BO300,10000,0.75,1.0,0.1,3.0,22,16,0.7272727272727273,16,0.7272727272727273,14,2,0.125,False
H10000__DX075__AG100__XI025__BO200,10000,0.75,1.0,0.25,2.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H10000__DX075__AG100__XI025__BO300,10000,0.75,1.0,0.25,3.0,22,20,0.9090909090909091,20,0.9090909090909091,16,4,0.2,True
H10000__DX075__AG100__XI050__BO200,10000,0.75,1.0,0.5,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H10000__DX075__AG100__XI050__BO300,10000,0.75,1.0,0.5,3.0,22,22,1.0,22,1.0,18,4,0.18181818181818182,False
H10000__DX075__AG100__XI075__BO200,10000,0.75,1.0,0.75,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H10000__DX075__AG100__XI075__BO300,10000,0.75,1.0,0.75,3.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H10000__DX075__AG100__XI100__BO200,10000,0.75,1.0,1.0,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H10000__DX075__AG100__XI100__BO300,10000,0.75,1.0,1.0,3.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H10000__DX075__AG200__XI010__BO200,10000,0.75,2.0,0.1,2.0,22,17,0.7727272727272727,17,0.7727272727272727,12,5,0.29411764705882354,True
H10000__DX075__AG200__XI010__BO300,10000,0.75,2.0,0.1,3.0,22,11,0.5,11,0.5,7,4,0.36363636363636365,False
H10000__DX075__AG200__XI025__BO200,10000,0.75,2.0,0.25,2.0,22,18,0.8181818181818182,18,0.8181818181818182,12,6,0.3333333333333333,True
H10000__DX075__AG200__XI025__BO300,10000,0.75,2.0,0.25,3.0,22,15,0.6818181818181818,15,0.6818181818181818,9,6,0.4,True
H10000__DX075__AG200__XI050__BO200,10000,0.75,2.0,0.5,2.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
H10000__DX075__AG200__XI050__BO300,10000,0.75,2.0,0.5,3.0,22,17,0.7727272727272727,17,0.7727272727272727,12,5,0.29411764705882354,True
H10000__DX075__AG200__XI075__BO200,10000,0.75,2.0,0.75,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H10000__DX075__AG200__XI075__BO300,10000,0.75,2.0,0.75,3.0,22,19,0.8636363636363636,19,0.8636363636363636,11,8,0.42105263157894735,True
H10000__DX075__AG200__XI100__BO200,10000,0.75,2.0,1.0,2.0,22,22,1.0,22,1.0,15,7,0.3181818181818182,True
H10000__DX075__AG200__XI100__BO300,10000,0.75,2.0,1.0,3.0,22,20,0.9090909090909091,20,0.9090909090909091,13,7,0.35,True
H10000__DX075__AG300__XI010__BO200,10000,0.75,3.0,0.1,2.0,22,9,0.4090909090909091,9,0.4090909090909091,6,3,0.3333333333333333,False
H10000__DX075__AG300__XI010__BO300,10000,0.75,3.0,0.1,3.0,22,7,0.3181818181818182,7,0.3181818181818182,3,4,0.42857142857142855,False
H10000__DX075__AG300__XI025__BO200,10000,0.75,3.0,0.25,2.0,22,13,0.5909090909090909,13,0.5909090909090909,8,5,0.38461538461538464,False
H10000__DX075__AG300__XI025__BO300,10000,0.75,3.0,0.25,3.0,22,12,0.5454545454545454,12,0.5454545454545454,6,6,0.5,False
H10000__DX075__AG300__XI050__BO200,10000,0.75,3.0,0.5,2.0,22,16,0.7272727272727273,16,0.7272727272727273,11,5,0.3125,True
H10000__DX075__AG300__XI050__BO300,10000,0.75,3.0,0.5,3.0,22,14,0.6363636363636364,14,0.6363636363636364,10,4,0.2857142857142857,False
H10000__DX075__AG300__XI075__BO200,10000,0.75,3.0,0.75,2.0,22,21,0.9545454545454546,21,0.9545454545454546,17,4,0.19047619047619047,False
H10000__DX075__AG300__XI075__BO300,10000,0.75,3.0,0.75,3.0,22,16,0.7272727272727273,16,0.7272727272727273,10,6,0.375,True
H10000__DX075__AG300__XI100__BO200,10000,0.75,3.0,1.0,2.0,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H10000__DX075__AG300__XI100__BO300,10000,0.75,3.0,1.0,3.0,22,19,0.8636363636363636,19,0.8636363636363636,13,6,0.3157894736842105,True
H10000__DX075__AG500__XI010__BO200,10000,0.75,5.0,0.1,2.0,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H10000__DX075__AG500__XI010__BO300,10000,0.75,5.0,0.1,3.0,22,3,0.13636363636363635,3,0.13636363636363635,2,1,0.3333333333333333,False
H10000__DX075__AG500__XI025__BO200,10000,0.75,5.0,0.25,2.0,22,4,0.18181818181818182,4,0.18181818181818182,1,3,0.25,False
H10000__DX075__AG500__XI025__BO300,10000,0.75,5.0,0.25,3.0,22,4,0.18181818181818182,4,0.18181818181818182,1,3,0.25,False
H10000__DX075__AG500__XI050__BO200,10000,0.75,5.0,0.5,2.0,22,7,0.3181818181818182,7,0.3181818181818182,6,1,0.14285714285714285,False
H10000__DX075__AG500__XI050__BO300,10000,0.75,5.0,0.5,3.0,22,6,0.2727272727272727,6,0.2727272727272727,4,2,0.3333333333333333,False
H10000__DX075__AG500__XI075__BO200,10000,0.75,5.0,0.75,2.0,22,9,0.4090909090909091,9,0.4090909090909091,6,3,0.3333333333333333,False
H10000__DX075__AG500__XI075__BO300,10000,0.75,5.0,0.75,3.0,22,8,0.36363636363636365,8,0.36363636363636365,5,3,0.375,False
H10000__DX075__AG500__XI100__BO200,10000,0.75,5.0,1.0,2.0,22,12,0.5454545454545454,12,0.5454545454545454,8,4,0.3333333333333333,False
H10000__DX075__AG500__XI100__BO300,10000,0.75,5.0,1.0,3.0,22,10,0.45454545454545453,10,0.45454545454545453,5,5,0.5,False
H10000__DX075__AG750__XI010__BO200,10000,0.75,7.5,0.1,2.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H10000__DX075__AG750__XI010__BO300,10000,0.75,7.5,0.1,3.0,22,1,0.045454545454545456,1,0.045454545454545456,1,0,0.0,False
H10000__DX075__AG750__XI025__BO200,10000,0.75,7.5,0.25,2.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX075__AG750__XI025__BO300,10000,0.75,7.5,0.25,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX075__AG750__XI050__BO200,10000,0.75,7.5,0.5,2.0,22,3,0.13636363636363635,3,0.13636363636363635,2,1,0.3333333333333333,False
H10000__DX075__AG750__XI050__BO300,10000,0.75,7.5,0.5,3.0,22,2,0.09090909090909091,2,0.09090909090909091,1,1,0.5,False
H10000__DX075__AG750__XI075__BO200,10000,0.75,7.5,0.75,2.0,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H10000__DX075__AG750__XI075__BO300,10000,0.75,7.5,0.75,3.0,22,3,0.13636363636363635,3,0.13636363636363635,1,2,0.3333333333333333,False
H10000__DX075__AG750__XI100__BO200,10000,0.75,7.5,1.0,2.0,22,5,0.22727272727272727,5,0.22727272727272727,3,2,0.4,False
H10000__DX075__AG750__XI100__BO300,10000,0.75,7.5,1.0,3.0,22,4,0.18181818181818182,4,0.18181818181818182,1,3,0.25,False
H20000__DX010__AG100__XI010__BO200,20000,0.1,1.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX010__AG100__XI010__BO300,20000,0.1,1.0,0.1,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX010__AG100__XI025__BO200,20000,0.1,1.0,0.25,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG100__XI025__BO300,20000,0.1,1.0,0.25,3.0,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H20000__DX010__AG100__XI050__BO200,20000,0.1,1.0,0.5,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG100__XI050__BO300,20000,0.1,1.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX010__AG100__XI075__BO200,20000,0.1,1.0,0.75,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H20000__DX010__AG100__XI075__BO300,20000,0.1,1.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX010__AG100__XI100__BO200,20000,0.1,1.0,1.0,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX010__AG100__XI100__BO300,20000,0.1,1.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX010__AG200__XI010__BO200,20000,0.1,2.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H20000__DX010__AG200__XI010__BO300,20000,0.1,2.0,0.1,3.0,22,19,0.8636363636363636,19,0.8636363636363636,9,10,0.47368421052631576,True
H20000__DX010__AG200__XI025__BO200,20000,0.1,2.0,0.25,2.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX010__AG200__XI025__BO300,20000,0.1,2.0,0.25,3.0,22,19,0.8636363636363636,19,0.8636363636363636,10,9,0.47368421052631576,True
H20000__DX010__AG200__XI050__BO200,20000,0.1,2.0,0.5,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX010__AG200__XI050__BO300,20000,0.1,2.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX010__AG200__XI075__BO200,20000,0.1,2.0,0.75,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
H20000__DX010__AG200__XI075__BO300,20000,0.1,2.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H20000__DX010__AG200__XI100__BO200,20000,0.1,2.0,1.0,2.0,22,22,1.0,22,1.0,13,9,0.4090909090909091,True
H20000__DX010__AG200__XI100__BO300,20000,0.1,2.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX010__AG300__XI010__BO200,20000,0.1,3.0,0.1,2.0,22,20,0.9090909090909091,20,0.9090909090909091,10,10,0.5,True
H20000__DX010__AG300__XI010__BO300,20000,0.1,3.0,0.1,3.0,22,17,0.7727272727272727,17,0.7727272727272727,11,6,0.35294117647058826,True
H20000__DX010__AG300__XI025__BO200,20000,0.1,3.0,0.25,2.0,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX010__AG300__XI025__BO300,20000,0.1,3.0,0.25,3.0,22,18,0.8181818181818182,18,0.8181818181818182,8,10,0.4444444444444444,True
H20000__DX010__AG300__XI050__BO200,20000,0.1,3.0,0.5,2.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX010__AG300__XI050__BO300,20000,0.1,3.0,0.5,3.0,22,20,0.9090909090909091,20,0.9090909090909091,9,11,0.45,True
H20000__DX010__AG300__XI075__BO200,20000,0.1,3.0,0.75,2.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX010__AG300__XI075__BO300,20000,0.1,3.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX010__AG300__XI100__BO200,20000,0.1,3.0,1.0,2.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX010__AG300__XI100__BO300,20000,0.1,3.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,13,8,0.38095238095238093,True
H20000__DX010__AG500__XI010__BO200,20000,0.1,5.0,0.1,2.0,22,9,0.4090909090909091,9,0.4090909090909091,4,5,0.4444444444444444,False
H20000__DX010__AG500__XI010__BO300,20000,0.1,5.0,0.1,3.0,22,8,0.36363636363636365,8,0.36363636363636365,4,4,0.5,False
H20000__DX010__AG500__XI025__BO200,20000,0.1,5.0,0.25,2.0,22,12,0.5454545454545454,12,0.5454545454545454,6,6,0.5,False
H20000__DX010__AG500__XI025__BO300,20000,0.1,5.0,0.25,3.0,22,11,0.5,11,0.5,4,7,0.36363636363636365,False
H20000__DX010__AG500__XI050__BO200,20000,0.1,5.0,0.5,2.0,22,14,0.6363636363636364,14,0.6363636363636364,7,7,0.5,False
H20000__DX010__AG500__XI050__BO300,20000,0.1,5.0,0.5,3.0,22,12,0.5454545454545454,12,0.5454545454545454,4,8,0.3333333333333333,False
H20000__DX010__AG500__XI075__BO200,20000,0.1,5.0,0.75,2.0,22,16,0.7272727272727273,16,0.7272727272727273,8,8,0.5,True
H20000__DX010__AG500__XI075__BO300,20000,0.1,5.0,0.75,3.0,22,15,0.6818181818181818,15,0.6818181818181818,9,6,0.4,True
H20000__DX010__AG500__XI100__BO200,20000,0.1,5.0,1.0,2.0,22,17,0.7727272727272727,17,0.7727272727272727,11,6,0.35294117647058826,True
H20000__DX010__AG500__XI100__BO300,20000,0.1,5.0,1.0,3.0,22,16,0.7272727272727273,16,0.7272727272727273,10,6,0.375,True
H20000__DX010__AG750__XI010__BO200,20000,0.1,7.5,0.1,2.0,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H20000__DX010__AG750__XI010__BO300,20000,0.1,7.5,0.1,3.0,22,4,0.18181818181818182,4,0.18181818181818182,2,2,0.5,False
H20000__DX010__AG750__XI025__BO200,20000,0.1,7.5,0.25,2.0,22,5,0.22727272727272727,5,0.22727272727272727,2,3,0.4,False
H20000__DX010__AG750__XI025__BO300,20000,0.1,7.5,0.25,3.0,22,5,0.22727272727272727,5,0.22727272727272727,2,3,0.4,False
H20000__DX010__AG750__XI050__BO200,20000,0.1,7.5,0.5,2.0,22,6,0.2727272727272727,6,0.2727272727272727,2,4,0.3333333333333333,False
H20000__DX010__AG750__XI050__BO300,20000,0.1,7.5,0.5,3.0,22,6,0.2727272727272727,6,0.2727272727272727,2,4,0.3333333333333333,False
H20000__DX010__AG750__XI075__BO200,20000,0.1,7.5,0.75,2.0,22,7,0.3181818181818182,7,0.3181818181818182,1,6,0.14285714285714285,False
H20000__DX010__AG750__XI075__BO300,20000,0.1,7.5,0.75,3.0,22,7,0.3181818181818182,7,0.3181818181818182,2,5,0.2857142857142857,False
H20000__DX010__AG750__XI100__BO200,20000,0.1,7.5,1.0,2.0,22,10,0.45454545454545453,10,0.45454545454545453,3,7,0.3,False
H20000__DX010__AG750__XI100__BO300,20000,0.1,7.5,1.0,3.0,22,8,0.36363636363636365,8,0.36363636363636365,3,5,0.375,False
H20000__DX020__AG100__XI010__BO200,20000,0.2,1.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,9,12,0.42857142857142855,True
H20000__DX020__AG100__XI010__BO300,20000,0.2,1.0,0.1,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX020__AG100__XI025__BO200,20000,0.2,1.0,0.25,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG100__XI025__BO300,20000,0.2,1.0,0.25,3.0,22,21,0.9545454545454546,21,0.9545454545454546,14,7,0.3333333333333333,True
H20000__DX020__AG100__XI050__BO200,20000,0.2,1.0,0.5,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG100__XI050__BO300,20000,0.2,1.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX020__AG100__XI075__BO200,20000,0.2,1.0,0.75,2.0,22,22,1.0,22,1.0,14,8,0.36363636363636365,True
H20000__DX020__AG100__XI075__BO300,20000,0.2,1.0,0.75,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX020__AG100__XI100__BO200,20000,0.2,1.0,1.0,2.0,22,22,1.0,22,1.0,11,11,0.5,True
H20000__DX020__AG100__XI100__BO300,20000,0.2,1.0,1.0,3.0,22,21,0.9545454545454546,21,0.9545454545454546,12,9,0.42857142857142855,True
H20000__DX020__AG200__XI010__BO200,20000,0.2,2.0,0.1,2.0,22,21,0.9545454545454546,21,0.9545454545454546,10,11,0.47619047619047616,True
H20000__DX020__AG200__XI010__BO300,20000,0.2,2.0,0.1,3.0,22,19,0.8636363636363636,19,0.8636363636363636,9,10,0.47368421052631576,True
H20000__DX020__AG200__XI025__BO200,20000,0.2,2.0,0.25,2.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX020__AG200__XI025__BO300,20000,0.2,2.0,0.25,3.0,22,19,0.8636363636363636,19,0.8636363636363636,10,9,0.47368421052631576,True
H20000__DX020__AG200__XI050__BO200,20000,0.2,2.0,0.5,2.0,22,22,1.0,22,1.0,10,12,0.45454545454545453,True
H20000__DX020__AG200__XI050__BO300,20000,0.2,2.0,0.5,3.0,22,21,0.9545454545454546,21,0.9545454545454546,8,13,0.38095238095238093,True
H20000__DX020__AG200__XI075__BO200,20000,0.2,2.0,0.75,2.0,22,22,1.0,22,1.0,12,10,0.45454545454545453,True
